name,module,category,time,timedAction,tags,skillRequired,xpAward,needToBeLearn,autoLearnAll,autoLearnAny,allowBatchCraft,metaRecipe,onCreate,tooltip,inputTypes,inputTags,inputFluids,inputCount,outputTypes,itemMappers,fluidIO,split,datasetTypes,foodItemTypes,deltaCalories,deltaCarbohydrates,deltaLipids,deltaProteins,deltaHungerChange,deltaThirstChange,deltaAbsentMacros,deltaReason,inputsRaw,outputsRaw,sourceFile,sourceLine
Split_Gold_Bar,Base,Blacksmithing,200,HammerMetalStanding,PrimitiveForge,Blacksmith:0,,,,,,,,,Base.GoldBar,base:charcoal;base:clubhammer;base:hammer;base:metalworkingchisel;base:tongs,,5,Base.SmallGoldBar,,false,false,,,,,,,,,,tags-only: item 1 tags[base:charcoal] ; not-in-dataset: item 1 [Base.GoldBar] ; not-in-dataset: item 8 Base.SmallGoldBar,item 1 tags[base:charcoal] | item 1 [Base.GoldBar] | item 1 tags[base:hammer;base:clubhammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingchisel] mode:keep flags[MayDegradeLight] | item 1 tags[base:tongs] mode:keep flags[Prop2;MayDegradeLight],item 8 Base.SmallGoldBar,entities/blacksmith/craftRecipes/recipes_blacksmith_other_metals.txt,255
Split_Silver_Bar,Base,Blacksmithing,200,HammerMetalStanding,PrimitiveForge,Blacksmith:0,,,,,,,,,Base.SilverBar,base:charcoal;base:clubhammer;base:hammer;base:metalworkingchisel;base:tongs,,5,Base.SmallSilverBar,,false,false,,,,,,,,,,tags-only: item 1 tags[base:charcoal] ; not-in-dataset: item 1 [Base.SilverBar] ; not-in-dataset: item 8 Base.SmallSilverBar,item 1 tags[base:charcoal] | item 1 [Base.SilverBar] | item 1 tags[base:hammer;base:clubhammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:metalworkingchisel] mode:keep flags[MayDegradeLight] | item 1 tags[base:tongs] mode:keep flags[Prop2;MayDegradeLight],item 8 Base.SmallSilverBar,entities/blacksmith/craftRecipes/recipes_blacksmith_other_metals.txt,234
Split_Steel_Sheet_Into_Small_Sheets,Base,Blacksmithing,200,HammerMetalStanding,Forge,Blacksmith:3,,,,,,,,,Base.SheetMetal,base:ballpeenhammer;base:metalworkingchisel;base:tongs,,4,Base.SmallSheetMetal,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SheetMetal] ; not-in-dataset: item 4 Base.SmallSheetMetal,item 1 [Base.SheetMetal] | item 1 tags[base:ballpeenhammer] mode:keep flags[Prop1;MayDegradeLight] | item 1 tags[base:tongs] mode:keep flags[Prop2;MayDegradeLight] | item 1 tags[base:metalworkingchisel] mode:keep flags[MayDegradeLight],item 4 Base.SmallSheetMetal,entities/blacksmith/craftRecipes/recipes_blacksmith_ii.txt,51
TakeACigarette,Base,Miscellaneous,15,TakeCigarette,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.CigarettePack,,,1,Base.CigaretteSingle,,false,false,Base.CigarettePack;Base.CigaretteSingle,Base.CigarettePack;Base.CigaretteSingle,0.0,0.0,0.0,0.0,0.0,0.0,Base.CigarettePack:calories;Base.CigarettePack:carbohydrates;Base.CigarettePack:hungerChange;Base.CigarettePack:lipids;Base.CigarettePack:proteins;Base.CigarettePack:thirstChange;Base.CigaretteSingle:calories;Base.CigaretteSingle:carbohydrates;Base.CigaretteSingle:lipids;Base.CigaretteSingle:proteins;Base.CigaretteSingle:thirstChange,,item 1 [Base.CigarettePack] flags[AllowFavorite;InheritFavorite],item 1 Base.CigaretteSingle,recipes/recipes_packing.txt,695
TakeAGarbageBag,Base,,15,Making,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.Garbagebag_box,,,1,Base.Garbagebag,,false,false,Base.Garbagebag_box,Base.Garbagebag_box,,,,,,,,no-nutrition: item 1 [Base.Garbagebag_box] ; not-in-dataset: item 1 Base.Garbagebag,item 1 [Base.Garbagebag_box],item 1 Base.Garbagebag,recipes/recipes.txt,329
TakeATissue,Base,,15,Making,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.TissueBox,,,1,Base.Tissue,,false,false,Base.Tissue;Base.TissueBox,Base.Tissue;Base.TissueBox,,,,,,,,no-nutrition: item 1 [Base.TissueBox] ; no-nutrition: item 1 Base.Tissue,item 1 [Base.TissueBox],item 1 Base.Tissue,recipes/recipes.txt,85
TanLeather,Base,Farming,100,TanLeatherBarrel,TanLeather,,,,,,,,,,,base:braintan;base:leathercrudelarge;base:leathercrudemedium;base:leathercrudesmall;base:leatherfurlarge;base:leatherfurmedium;base:leatherfursmall,,2,Base.Bowl;Base.CalfLeather_Angus_Fur_Tan_Wet;Base.CalfLeather_Holstein_Fur_Tan_Wet;Base.CalfLeather_Simmental_Fur_Tan_Wet;Base.CowLeather_Angus_Fur_Tan_Wet;Base.CowLeather_Holstein_Fur_Tan_Wet;Base.CowLeather_Simmental_Fur_Tan_Wet;Base.DeerLeather_Fur_Tan_Wet;Base.FawnLeather_Fur_Tan_Wet;Base.LambLeather_Fur_Tan_Wet;Base.Leather_Crude_Large_Tan_Wet;Base.Leather_Crude_Medium_Tan_Wet;Base.Leather_Crude_Small_Tan_Wet;Base.PigLeather_Black_Fur_Tan_Wet;Base.PigLeather_Landrace_Fur_Tan_Wet;Base.PigletLeather_Black_Fur_Tan_Wet;Base.PigletLeather_Landrace_Fur_Tan_Wet;Base.RabbitLeather_Fur_Tan_Wet;Base.RaccoonLeather_Grey_Fur_Tan_Wet;Base.SheepLeather_Fur_Tan_Wet,TanLeatherMapper,false,false,Base.Bowl,,,,,,,,,tags-only: item 1 tags[base:leathercrudelarge;base:leatherfurlarge;base:leathercrudemedium;base:leatherfurmedium;base:leathercrudesmall;base:leatherfursmall] mappers[TanLeatherMapper] ; tags-only: item 1 tags[base:braintan] ; multi-type: item 1 mapper:TanLeatherMapper ; no-nutrition: item 1 Base.Bowl,item 1 tags[base:leathercrudelarge;base:leatherfurlarge;base:leathercrudemedium;base:leatherfurmedium;base:leathercrudesmall;base:leatherfursmall] mappers[TanLeatherMapper] | item 1 tags[base:braintan],item 1 mapper:TanLeatherMapper | item 1 Base.Bowl,entities/animals/craftRecipes/recipes_leather_prep.txt,161
TarpFootwrap,Base,Tailoring,200,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,false,,,,Base.DuctTape;Base.TarpPiece,,,2,Base.Shoes_TarpWrap,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,not-in-dataset: item 2 [Base.TarpPiece] ; no-nutrition: item 2 [Base.DuctTape] ; not-in-dataset: item 1 Base.Shoes_TarpWrap,item 2 [Base.TarpPiece] | item 2 [Base.DuctTape],item 1 Base.Shoes_TarpWrap,recipes/recipes_tailoring_garbageTapeAndTarp.txt,22
TarpHandwrap,Base,Tailoring,200,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,false,,,,Base.DuctTape;Base.TarpPiece,,,2,Base.Gloves_TarpWrap,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,not-in-dataset: item 2 [Base.TarpPiece] ; no-nutrition: item 1 [Base.DuctTape] ; not-in-dataset: item 1 Base.Gloves_TarpWrap,item 2 [Base.TarpPiece] | item 1 [Base.DuctTape],item 1 Base.Gloves_TarpWrap,recipes/recipes_tailoring_garbageTapeAndTarp.txt,3
TarpHat,Base,Tailoring,200,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,false,,,,Base.DuctTape;Base.TarpPiece,base:scissors;base:sharpknife,,3,Base.Hat_TarpHat,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,not-in-dataset: item 1 [Base.TarpPiece] ; no-nutrition: item 2 [Base.DuctTape] ; not-in-dataset: item 1 Base.Hat_TarpHat,item 1 [Base.TarpPiece] | item 2 [Base.DuctTape] | item 1 tags[base:scissors;base:sharpknife] mode:keep flags[IsNotDull;MayDegradeLight],item 1 Base.Hat_TarpHat,recipes/recipes_tailoring_garbageTapeAndTarp.txt,62
TarpSack,Base,Tailoring,200,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,false,,,,Base.DuctTape;Base.TarpPiece,base:sewingneedle;base:thread,,4,Base.Bag_TarpSack,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,not-in-dataset: item 1 [Base.TarpPiece] ; no-nutrition: item 2 [Base.DuctTape] ; tags-only: item 3 tags[base:thread] ; not-in-dataset: item 1 Base.Bag_TarpSack,item 1 [Base.TarpPiece] | item 2 [Base.DuctTape] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 3 tags[base:thread],item 1 Base.Bag_TarpSack,recipes/recipes_tailoring_garbageTapeAndTarp.txt,41
ThreshGrain,Base,Farming,50,Threshing,InHandCraft;Farming,,,,,,,,,,Base.BarleySheafDried;Base.RyeSheafDried;Base.WheatSheafDried,,,1,Base.BarleySeed;Base.RyeSeed;Base.WheatSeed,grain,false,false,Base.BarleySeed;Base.BarleySheafDried;Base.RyeSeed;Base.RyeSheafDried;Base.WheatSeed;Base.WheatSheafDried,Base.BarleySeed;Base.BarleySheafDried;Base.RyeSeed;Base.RyeSheafDried;Base.WheatSeed;Base.WheatSheafDried,,,,,,,,multi-type: item 1 [Base.BarleySheafDried;Base.RyeSheafDried;Base.WheatSheafDried] mappers[grain] mode:destroy flags[Prop1] ; multi-type: item 1 mapper:grain,item 1 [Base.BarleySheafDried;Base.RyeSheafDried;Base.WheatSheafDried] mappers[grain] mode:destroy flags[Prop1],item 1 mapper:grain,recipes/recipes_farming.txt,419
TieHeadband,Base,Tailoring,50,SewingCloth,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.LeatherStrips,,,1,Base.Hat_LeatherStripTied,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 1 Base.Hat_LeatherStripTied,item 1 [Base.LeatherStrips] mode:destroy,item 1 Base.Hat_LeatherStripTied,recipes/recipes_tailoring_leatherAndHide.txt,1487
TieRopeBelt,Base,Tailoring,50,Making,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.Rope,,,1,Base.RopeBelt,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.Rope] ; not-in-dataset: item 1 Base.RopeBelt,item 1 [Base.Rope],item 1 Base.RopeBelt,recipes/recipes_tailoring.txt,921
UnbundleFirewood,Base,Carpentry,60,Making,InHandCraft;CanBeDoneFromFloor;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.splitLogStack,,Base.FirewoodBundle,,,1,Base.Firewood,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.FirewoodBundle] flags[Prop2] ; not-in-dataset: item 6 Base.Firewood,item 1 [Base.FirewoodBundle] flags[Prop2],item 6 Base.Firewood,recipes/recipes_carpentry.txt,258
UnbundleMoney,Base,Packing,80,Making,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,,,Base.MoneyBundle,,,1,Base.Money,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.MoneyBundle] flags[AllowFavorite;InheritFavorite] ; not-in-dataset: item 100 Base.Money,item 1 [Base.MoneyBundle] flags[AllowFavorite;InheritFavorite],item 100 Base.Money,recipes/recipes_packing.txt,168
UnmakeSheetSlingBag,Base,Tailoring,50,Making,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.Bag_SheetSlingBag;Base.Bag_TarpSlingBag,,,1,Base.Tarp,SheetMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.Bag_SheetSlingBag;Base.Bag_TarpSlingBag] flags[IsNotWorn;IsEmpty] mappers[SheetMapper] ; not-in-dataset: item 1 mapper:SheetMapper,item 1 [Base.Bag_SheetSlingBag;Base.Bag_TarpSlingBag] flags[IsNotWorn;IsEmpty] mappers[SheetMapper],item 1 mapper:SheetMapper,recipes/recipes_tailoring.txt,841
UnpackBox12,Base,Packing,5,UnPackBox,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.unpackBox,,Base.AdhesiveTapeBox;Base.AntibioticsBox;Base.BandageBox;Base.BatteryBox;Base.CottonBallsBox;Base.DuctTapeBox;Base.SutureNeedleBox,,,1,Base.Antibiotics;Base.Bandage;Base.Battery;Base.CottonBalls;Base.DuctTape;Base.Scotchtape;Base.SutureNeedle,itemType,false,false,Base.Antibiotics;Base.Battery;Base.DuctTape,Base.Antibiotics;Base.Battery;Base.DuctTape,,,,,,,,multi-type: item 1 [Base.AdhesiveTapeBox;Base.AntibioticsBox;Base.BandageBox;Base.BatteryBox;Base.CottonBallsBox;Base.DuctTapeBox;Base.SutureNeedleBox] mappers[itemType] flags[AllowFavorite;InheritFavorite] ; multi-type: item 12 mapper:itemType,item 1 [Base.AdhesiveTapeBox;Base.AntibioticsBox;Base.BandageBox;Base.BatteryBox;Base.CottonBallsBox;Base.DuctTapeBox;Base.SutureNeedleBox] mappers[itemType] flags[AllowFavorite;InheritFavorite],item 12 mapper:itemType,recipes/recipes_packing.txt,581
UnpackBox6,Base,Packing,5,UnPackBox,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.unpackBox,,Base.CandleBox;Base.ColdpackBox;Base.LightBulbBox,,,1,Base.Candle;Base.Coldpack;Base.LightBulb,itemType,false,false,Base.Candle,Base.Candle,,,,,,,,multi-type: item 1 [Base.CandleBox;Base.ColdpackBox;Base.LightBulbBox] mappers[itemType] flags[AllowFavorite;InheritFavorite] ; multi-type: item 6 mapper:itemType,item 1 [Base.CandleBox;Base.ColdpackBox;Base.LightBulbBox] mappers[itemType] flags[AllowFavorite;InheritFavorite],item 6 mapper:itemType,recipes/recipes_packing.txt,640
UnpackBoxOfAdhesiveBandages,Base,Packing,50,UnPackBox_Small,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,,,Base.AdhesiveBandageBox,,,1,Base.Bandaid,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.AdhesiveBandageBox] flags[AllowFavorite;InheritFavorite] ; not-in-dataset: item 24 Base.Bandaid,item 1 [Base.AdhesiveBandageBox] flags[AllowFavorite;InheritFavorite],item 24 Base.Bandaid,recipes/recipes_packing.txt,608
UnpackCigaretteCarton,Base,Packing,5,UnPackBox_Small,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,,,Base.CigaretteCarton,,,1,Base.CigarettePack,,false,false,Base.CigarettePack,Base.CigarettePack,,,,,,,,not-in-dataset: item 1 [Base.CigaretteCarton] flags[AllowFavorite;InheritFavorite],item 1 [Base.CigaretteCarton] flags[AllowFavorite;InheritFavorite],item 10 Base.CigarettePack,recipes/recipes_packing.txt,729
UnpackCigarettes,Base,Miscellaneous,25,UnpackCigarettes,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.CigarettePack,,,1,Base.CigaretteSingle,,false,false,Base.CigarettePack;Base.CigaretteSingle,Base.CigarettePack;Base.CigaretteSingle,0.0,0.0,0.0,0.0,0.0,0.0,Base.CigarettePack:calories;Base.CigarettePack:carbohydrates;Base.CigarettePack:hungerChange;Base.CigarettePack:lipids;Base.CigarettePack:proteins;Base.CigarettePack:thirstChange;Base.CigaretteSingle:calories;Base.CigaretteSingle:carbohydrates;Base.CigaretteSingle:lipids;Base.CigaretteSingle:proteins;Base.CigaretteSingle:thirstChange,,item 1 [Base.CigarettePack] mode:destroy flags[IsFull;AllowFavorite;InheritFavorite],item 20 Base.CigaretteSingle,recipes/recipes_packing.txt,663
UnpackSetOfBooks,Base,Packing,80,UnPackBox,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,,,Base.BookAimingSet;Base.BookBlacksmithSet;Base.BookButcheringSet;Base.BookCarpentrySet;Base.BookCarvingSet;Base.BookCookingSet;Base.BookElectricianSet;Base.BookFarmingSet;Base.BookFirstAidSet;Base.BookFishingSet;Base.BookFlintKnappingSet;Base.BookForagingSet;Base.BookGlassmakingSet;Base.BookHusbandrySet;Base.BookLongBladeSet;Base.BookMaintenanceSet;Base.BookMasonrySet;Base.BookMechanicsSet;Base.BookMetalWeldingSet;Base.BookPotterySet;Base.BookReloadingSet;Base.BookTailoringSet;Base.BookTrackingSet;Base.BookTrappingSet,,,1,Base.BookAiming1;Base.BookAiming2;Base.BookAiming3;Base.BookAiming4;Base.BookAiming5;Base.BookBlacksmith1;Base.BookBlacksmith2;Base.BookBlacksmith3;Base.BookBlacksmith4;Base.BookBlacksmith5;Base.BookButchering1;Base.BookButchering2;Base.BookButchering3;Base.BookButchering4;Base.BookButchering5;Base.BookCarpentry1;Base.BookCarpentry2;Base.BookCarpentry3;Base.BookCarpentry4;Base.BookCarpentry5;Base.BookCarving1;Base.BookCarving2;Base.BookCarving3;Base.BookCarving4;Base.BookCarving5;Base.BookCooking1;Base.BookCooking2;Base.BookCooking3;Base.BookCooking4;Base.BookCooking5;Base.BookElectrician1;Base.BookElectrician2;Base.BookElectrician3;Base.BookElectrician4;Base.BookElectrician5;Base.BookFarming1;Base.BookFarming2;Base.BookFarming3;Base.BookFarming4;Base.BookFarming5;Base.BookFirstAid1;Base.BookFirstAid2;Base.BookFirstAid3;Base.BookFirstAid4;Base.BookFirstAid5;Base.BookFishing1;Base.BookFishing2;Base.BookFishing3;Base.BookFishing4;Base.BookFishing5;Base.BookFlintKnapping1;Base.BookFlintKnapping2;Base.BookFlintKnapping3;Base.BookFlintKnapping4;Base.BookFlintKnapping5;Base.BookForaging1;Base.BookForaging2;Base.BookForaging3;Base.BookForaging4;Base.BookForaging5;Base.BookGlassmaking1;Base.BookGlassmaking2;Base.BookGlassmaking3;Base.BookGlassmaking4;Base.BookGlassmaking5;Base.BookHusbandry1;Base.BookHusbandry2;Base.BookHusbandry3;Base.BookHusbandry4;Base.BookHusbandry5;Base.BookLongBlade1;Base.BookLongBlade2;Base.BookLongBlade3;Base.BookLongBlade4;Base.BookLongBlade5;Base.BookMaintenance1;Base.BookMaintenance2;Base.BookMaintenance3;Base.BookMaintenance4;Base.BookMaintenance5;Base.BookMasonry1;Base.BookMasonry2;Base.BookMasonry3;Base.BookMasonry4;Base.BookMasonry5;Base.BookMechanic1;Base.BookMechanic2;Base.BookMechanic3;Base.BookMechanic4;Base.BookMechanic5;Base.BookMetalWelding1;Base.BookMetalWelding2;Base.BookMetalWelding3;Base.BookMetalWelding4;Base.BookMetalWelding5;Base.BookPottery1;Base.BookPottery2;Base.BookPottery3;Base.BookPottery4;Base.BookPottery5;Base.BookReloading1;Base.BookReloading2;Base.BookReloading3;Base.BookReloading4;Base.BookReloading5;Base.BookTailoring1;Base.BookTailoring2;Base.BookTailoring3;Base.BookTailoring4;Base.BookTailoring5;Base.BookTracking1;Base.BookTracking2;Base.BookTracking3;Base.BookTracking4;Base.BookTracking5;Base.BookTrapping1;Base.BookTrapping2;Base.BookTrapping3;Base.BookTrapping4;Base.BookTrapping5,book1;book2;book3;book4;book5,false,false,,,,,,,,,,multi-type: item 1 [Base.BookAimingSet;Base.BookHusbandrySet;Base.BookButcheringSet;Base.BookCarpentrySet;Base.BookCarvingSet;Base.BookCookingSet;Base.BookElectricianSet;Base.BookFarmingSet;Base.BookFirstAidSet;Base.BookFishingSet;Base.BookForagingSet;Base.BookGlassmakingSet;Base.BookLongBladeSet;Base.BookMasonrySet;Base.BookMechanicsSet;Base.BookBlacksmithSet;Base.BookMetalWeldingSet;Base.BookReloadingSet;Base.BookTailoringSet;Base.BookTrackingSet;Base.BookTrappingSet;Base.BookFlintKnappingSet;Base.BookMaintenanceSet;Base.BookPotterySet] mappers[book1;book2;book3;book4;book5] flags[AllowFavorite;InheritFavorite] ; multi-type: item 1 mapper:book1 ; multi-type: item 1 mapper:book2 ; multi-type: item 1 mapper:book3 ; multi-type: item 1 mapper:book4 ; multi-type: item 1 mapper:book5,item 1 [Base.BookAimingSet;Base.BookHusbandrySet;Base.BookButcheringSet;Base.BookCarpentrySet;Base.BookCarvingSet;Base.BookCookingSet;Base.BookElectricianSet;Base.BookFarmingSet;Base.BookFirstAidSet;Base.BookFishingSet;Base.BookForagingSet;Base.BookGlassmakingSet;Base.BookLongBladeSet;Base.BookMasonrySet;Base.BookMechanicsSet;Base.BookBlacksmithSet;Base.BookMetalWeldingSet;Base.BookReloadingSet;Base.BookTailoringSet;Base.BookTrackingSet;Base.BookTrappingSet;Base.BookFlintKnappingSet;Base.BookMaintenanceSet;Base.BookPotterySet] mappers[book1;book2;book3;book4;book5] flags[AllowFavorite;InheritFavorite],item 1 mapper:book1 | item 1 mapper:book2 | item 1 mapper:book3 | item 1 mapper:book4 | item 1 mapper:book5,recipes/recipes_packing.txt,379
UnpackSleepingBag,Base,Miscellaneous,25,PutInBag,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.SleepingBag_BluePlaid_Packed;Base.SleepingBag_Camo_Packed;Base.SleepingBag_Cheap_Blue_Packed;Base.SleepingBag_Cheap_Green2_Packed;Base.SleepingBag_Cheap_Green_Packed;Base.SleepingBag_GreenPlaid_Packed;Base.SleepingBag_Green_Packed;Base.SleepingBag_Hide_Packed;Base.SleepingBag_HighQuality_Brown_Packed;Base.SleepingBag_RedPlaid_Packed;Base.SleepingBag_Spiffo_Packed,,,1,Base.SleepingBag_BluePlaid;Base.SleepingBag_Camo;Base.SleepingBag_Cheap_Blue;Base.SleepingBag_Cheap_Green;Base.SleepingBag_Cheap_Green2;Base.SleepingBag_Green;Base.SleepingBag_GreenPlaid;Base.SleepingBag_Hide;Base.SleepingBag_HighQuality_Brown;Base.SleepingBag_RedPlaid;Base.SleepingBag_Spiffo,bagTypes,false,false,,,,,,,,,,multi-type: item 1 [Base.SleepingBag_BluePlaid_Packed;Base.SleepingBag_Camo_Packed;Base.SleepingBag_Cheap_Blue_Packed;Base.SleepingBag_Cheap_Green_Packed;Base.SleepingBag_Cheap_Green2_Packed;Base.SleepingBag_Green_Packed;Base.SleepingBag_GreenPlaid_Packed;Base.SleepingBag_Hide_Packed;Base.SleepingBag_HighQuality_Brown_Packed;Base.SleepingBag_RedPlaid_Packed;Base.SleepingBag_Spiffo_Packed] mappers[bagTypes] ; multi-type: item 1 mapper:bagTypes,item 1 [Base.SleepingBag_BluePlaid_Packed;Base.SleepingBag_Camo_Packed;Base.SleepingBag_Cheap_Blue_Packed;Base.SleepingBag_Cheap_Green_Packed;Base.SleepingBag_Cheap_Green2_Packed;Base.SleepingBag_Green_Packed;Base.SleepingBag_GreenPlaid_Packed;Base.SleepingBag_Hide_Packed;Base.SleepingBag_HighQuality_Brown_Packed;Base.SleepingBag_RedPlaid_Packed;Base.SleepingBag_Spiffo_Packed] mappers[bagTypes],item 1 mapper:bagTypes,recipes/recipes_sleepingbags_and_tents.txt,33
UnpackTent,Base,Miscellaneous,50,PutInBag,InHandCraft;CanBeDoneInDark,,,,,,,,,,Base.CampingTentKit2_Packed;Base.HideTent_Packed;Base.ImprovisedTentKit_Packed;Base.TentBlue_Packed;Base.TentBrown_Packed;Base.TentGreen_Packed;Base.TentYellow_Packed,,,1,Base.CampingTentKit2;Base.HideTent;Base.ImprovisedTentKit;Base.TentBlue;Base.TentBrown;Base.TentGreen;Base.TentYellow,tentType,false,false,,,,,,,,,,multi-type: item 1 [Base.TentBlue_Packed;Base.TentBrown_Packed;Base.TentGreen_Packed;Base.HideTent_Packed;Base.TentYellow_Packed;Base.CampingTentKit2_Packed;Base.ImprovisedTentKit_Packed] mappers[tentType] ; multi-type: item 1 mapper:tentType,item 1 [Base.TentBlue_Packed;Base.TentBrown_Packed;Base.TentGreen_Packed;Base.HideTent_Packed;Base.TentYellow_Packed;Base.CampingTentKit2_Packed;Base.ImprovisedTentKit_Packed] mappers[tentType],item 1 mapper:tentType,recipes/recipes_sleepingbags_and_tents.txt,89
UnpackTongueDepressors,Base,Packing,5,UnPackBox_Small,InHandCraft;Packing;CanBeDoneInDark,,,,,,,,,,Base.TongueDepressorBox,,,1,Base.TongueDepressor,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.TongueDepressorBox] flags[AllowFavorite;InheritFavorite] ; not-in-dataset: item 20 Base.TongueDepressor,item 1 [Base.TongueDepressorBox] flags[AllowFavorite;InheritFavorite],item 20 Base.TongueDepressor,recipes/recipes_packing.txt,624
UnstackFourLogs,Base,Carpentry,60,Making,InHandCraft;CanBeDoneFromFloor;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.splitLogStack,,Base.LogStacks4,,,1,Base.Log,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.LogStacks4] ; not-in-dataset: item 4 Base.Log,item 1 [Base.LogStacks4],item 4 Base.Log,recipes/recipes_carpentry.txt,223
UnstackThreeLogs,Base,Carpentry,60,Making,InHandCraft;CanBeDoneFromFloor;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.splitLogStack,,Base.LogStacks3,,,1,Base.Log,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.LogStacks3] ; not-in-dataset: item 3 Base.Log,item 1 [Base.LogStacks3],item 3 Base.Log,recipes/recipes_carpentry.txt,206
UnstackTwoLogs,Base,Carpentry,60,Making,InHandCraft;CanBeDoneFromFloor;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.splitLogStack,,Base.LogStacks2,,,1,Base.Log,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.LogStacks2] ; not-in-dataset: item 2 Base.Log,item 1 [Base.LogStacks2],item 2 Base.Log,recipes/recipes_carpentry.txt,189
UntieHeadband,Base,Tailoring,50,SewingCloth,InHandCraft;CanBeDoneInDark,,,,,,,,RecipeCodeOnCreate.untieHeadband,,Base.Hat_LeatherStripTied,,,1,Base.LeatherStrips,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.Hat_LeatherStripTied] ; not-in-dataset: item 1 Base.LeatherStrips,item 1 [Base.Hat_LeatherStripTied],item 1 Base.LeatherStrips,recipes/recipes_tailoring_leatherAndHide.txt,1503
